行政區,里別,分隊,局編,車號,路線,車次,抵達時間,離開時間,地點,經度,緯度
信義區,雅祥里,五分埔分隊,103-075,822-BT,五分埔-4,第2車,1758,1804,臺北市信義區永吉路37號,121.56889,25.04673
信義區,雅祥里,五分埔分隊,103-075,822-BT,五分埔-4,第2車,1805,1810,臺北市信義區基隆路1段37巷47號,121.56859,25.04781
信義區,雅祥里,五分埔分隊,103-075,822-BT,五分埔-4,第2車,1811,1826,臺北市信義區基隆路1段35巷7弄4號,121.57055,25.04785
信義區,雅祥里,五分埔分隊,103-075,822-BT,五分埔-4,第2車,1827,1830,臺北市信義區永吉路127巷與基隆路1段83巷交叉口(興雅國小邊),121.57038,25.04669
信義區,永吉里,五分埔分隊,103-075,822-BT,五分埔-4,第3車,1950,1959,臺北市信義區永吉路517巷口,121.58011,25.04596
信義區,永吉里,五分埔分隊,103-075,822-BT,五分埔-4,第3車,2000,2009,臺北市信義區永吉路443巷口,121.57839,25.04668
信義區,永吉里,五分埔分隊,103-075,822-BT,五分埔-4,第3車,2010,2020,臺北市信義區松山路161巷口,121.57816,25.04631
信義區,永吉里,五分埔分隊,103-075,822-BT,五分埔-4,第3車,2022,2025,臺北市信義區松山路294號 (永春市場),121.57758,25.04307
信義區,富台里,五分埔分隊,103-075,822-BT,五分埔-4,第3車,2025,2035,臺北市信義區松山路332號,121.57761,25.04199
信義區,長春里,五分埔分隊,103-075,822-BT,五分埔-4,第3車,2040,2110,臺北市信義區虎林街119巷內(虎林市場),121.57723,25.04211
中山區,朱園里,長安分隊,103-076,823-BT,長安-1,第1車,1623,1628,臺北市中山區松江路27號前,121.53307,25.04726
中山區,朱園里,長安分隊,103-076,823-BT,長安-1,第1車,1630,1636,臺北市中山區松江路59號,121.53309,25.04834
中山區,朱園里,長安分隊,103-076,823-BT,長安-1,第1車,1640,1650,臺北市中山區松江路75號,121.53312,25.04971
中山區,朱園里,長安分隊,103-076,823-BT,長安-1,第1車,1652,1702,臺北市中山區南京東路2段140號,121.53346,25.05189
中山區,朱園里,長安分隊,103-076,823-BT,長安-1,第1車,1703,1712,臺北市中山區南京東路2段172號前,121.53452,25.0519
中山區,朱園里,長安分隊,103-076,823-BT,長安-1,第1車,1713,1718,臺北市中山區南京東路2段216號,121.53614,25.05188
中山區,朱園里,長安分隊,103-076,823-BT,長安-1,第1車,1720,1724,臺北市中山區建國北路1段48號,121.53642,25.0479
中山區,朱園里,長安分隊,103-076,823-BT,長安-1,第2車,1850,1909,臺北市中山區伊通街25號前,121.53472,25.04944
中山區,朱園里,長安分隊,103-076,823-BT,長安-1,第2車,1910,1915,臺北市中山區松江路25巷9號旁,121.53479,25.0484
中山區,朱園里,長安分隊,103-076,823-BT,長安-1,第2車,1920,1928,臺北市中山區渭水路3巷1號,121.53361,25.04583
中山區,朱園里,長安分隊,103-076,823-BT,長安-1,第2車,1930,1935,臺北市中山區市民大道3段37號,121.53446,25.04515
中山區,埤頭里,長安分隊,103-076,823-BT,長安-1,第2車,1937,1943,臺北市中山區八德路2段96號,121.53592,25.04577
中山區,朱園里,長安分隊,103-076,823-BT,長安-1,第3車,2110,2118,臺北市中山區長安東路2段127號,121.53585,25.04853
中山區,興亞里,長安分隊,103-076,823-BT,長安-1,第3車,2120,2129,臺北市中山區長安東路2段35之1號前,121.53136,25.04856
中山區,興亞里,長安分隊,103-076,823-BT,長安-1,第3車,2130,2138,臺北市中山區新生北路1段71號前,121.52876,25.04982
中山區,興亞里,長安分隊,103-076,823-BT,長安-1,第3車,2140,2145,臺北市中山區松江路90巷9號對面,121.53139,25.05056
中山區,朱園里,長安分隊,103-076,823-BT,長安-1,第3車,2147,2152,臺北市中山區南京東路2段172號前,121.53447,25.05191
中山區,成功里,大直分隊,103-077,825-BT,大直-2,第1車,1700,1704,臺北市中山區明水路709號,121.5514,25.08523
中山區,金泰里,大直分隊,103-077,825-BT,大直-2,第1車,1710,1713,臺北市中山區樂群二路266巷28號旁(中430公園對面),121.56181,25.07838
中山區,金泰里,大直分隊,103-077,825-BT,大直-2,第1車,1715,1735,臺北市中山區植福路215號對面,121.56051,25.08284
中山區,金泰里,大直分隊,103-077,825-BT,大直-2,第1車,1742,1750,臺北市中山區敬業三路162巷109號前,121.55961,25.0792
中山區,金泰里,大直分隊,103-077,825-BT,大直-2,第1車,1752,1800,臺北市中山區敬業三路162巷71號前,121.55938,25.07821
中山區,金泰里,大直分隊,103-077,825-BT,大直-2,第1車,1802,1810,臺北市中山區敬業三路162巷36號前,121.55806,25.07819
中山區,金泰里,大直分隊,103-077,825-BT,大直-2,第1車,1812,1820,臺北市中山區敬業三路162巷9號前,121.55697,25.07907
中山區,成功里,大直分隊,103-077,825-BT,大直-2,第2車,1945,1955,臺北市中山區北安路608巷5號前,121.54917,25.08201
中山區,成功里,大直分隊,103-077,825-BT,大直-2,第2車,2000,2015,臺北市中山區北安路630巷8號,121.54975,25.08276
中山區,成功里,大直分隊,103-077,825-BT,大直-2,第2車,2017,2020,臺北市中山區北安路630巷25弄3號前,121.55038,25.08305
中山區,成功里,大直分隊,103-077,825-BT,大直-2,第2車,2022,2030,臺北市中山區北安路588巷23弄34號前(公園旁),121.55084,25.08124
中山區,成功里,大直分隊,103-077,825-BT,大直-2,第2車,2033,2036,臺北市中山區明水路672巷46號前,121.55212,25.08348
中山區,北安里,大直分隊,103-077,825-BT,大直-2,第2車,2040,2050,臺北市中山區北安路821巷2弄1號前,121.55628,25.08529
中山區,北安里,大直分隊,103-077,825-BT,大直-2,第2車,2051,2056,臺北市中山區北安路821巷4弄8號前,121.55614,25.08561
中山區,北安里,大直分隊,103-077,825-BT,大直-2,第2車,2058,2108,臺北市中山區北安路779號旁,121.55374,25.08554
中山區,北安里,大直分隊,103-077,825-BT,大直-2,第2車,2109,2112,臺北市中山區北安路759巷3號前,121.55292,25.0862
中山區,金泰里,大直分隊,103-077,825-BT,大直-2,第2車,2142,2150,臺北市中山區敬業三路162巷92號後,121.55907,25.07817
中山區,金泰里,大直分隊,103-077,825-BT,大直-2,第2車,2151,2200,臺北市中山區敬業三路178號後,121.55639,25.07828
內湖區,湖元里,文德分隊,103-080,829-BT,文德-1,第1車,1735,1745,臺北市內湖區民權東路6段46巷與行忠路交叉口,121.58301,25.06725
內湖區,石潭里,文德分隊,103-080,829-BT,文德-1,第1車,1800,1808,臺北市內湖區新明路102號,121.58936,25.05961
內湖區,石潭里,文德分隊,103-080,829-BT,文德-1,第1車,1810,1815,臺北市內湖區新明路143巷7號,121.58966,25.05882
內湖區,週美里,文德分隊,103-080,829-BT,文德-1,第1車,1827,1840,臺北市內湖區新明路250號,121.58374,25.05662
內湖區,石潭里,文德分隊,103-080,829-BT,文德-1,第1車,1843,1848,臺北市內湖區新明路225號,121.5876,25.0582
內湖區,石潭里,文德分隊,103-080,829-BT,文德-1,第1車,1851,1855,臺北市內湖區新明路85號,121.35264,25.03365
內湖區,石潭里,文德分隊,103-080,829-BT,文德-1,第2車,2008,2015,臺北市內湖區民權東路6段180巷150號,121.59257,25.06498
內湖區,週美里,文德分隊,103-080,829-BT,文德-1,第2車,2024,2034,臺北市內湖區新明路168號,121.58563,25.05756
內湖區,週美里,文德分隊,103-080,829-BT,文德-1,第2車,2036,2043,臺北市內湖區新明路290號,121.58243,25.05599
內湖區,週美里,文德分隊,103-080,829-BT,文德-1,第2車,2044,2049,臺北市內湖區新明路298巷14弄1號,121.58195,25.05664
內湖區,週美里,文德分隊,103-080,829-BT,文德-1,第2車,2053,2055,臺北市內湖區行善路289號,121.58336,25.06113
內湖區,週美里,文德分隊,103-080,829-BT,文德-1,第2車,2058,2103,臺北市內湖區民權東路6段46巷與行忠路交叉路口,121.58301,25.06725
內湖區,週美里,文德分隊,103-080,829-BT,文德-1,第3車,2205,2208,臺北市內湖區行善路59巷40弄41號,121.58004,25.05745
內湖區,行善里,文德分隊,103-080,829-BT,文德-1,第3車,2212,2218,臺北市內湖區行善路9號,121.34286,25.03211
內湖區,行善里,文德分隊,103-080,829-BT,文德-1,第3車,2219,2225,臺北市內湖區行善路55號,121.57781,25.05765
大安區,華聲里,敦化分隊,103-081,827-BT,敦化-2,第1車,1700,1705,臺北市大安區市民大道4段200號前,121.55571,25.04448
大安區,華聲里,敦化分隊,103-081,827-BT,敦化-2,第1車,1710,1715,臺北市大安區忠孝東路4段343號前,121.55747,25.04158
大安區,光武里,敦化分隊,103-081,827-BT,敦化-2,第1車,1725,1735,臺北市大安區敦化南路1段160巷口,121.54864,25.04357
大安區,光武里,敦化分隊,103-081,827-BT,敦化-2,第2車,1905,1925,臺北市大安區敦化南路1段160巷口,121.54864,25.04357
大安區,華聲里,敦化分隊,103-081,827-BT,敦化-2,第2車,1935,1945,臺北市大安區延吉街131巷43號對面(第1次收集),121.55591,25.04291
大安區,建倫里,敦化分隊,103-081,827-BT,敦化-2,第3車,2105,2110,臺北市大安區安和路1段33號前,121.55099,25.03874
大安區,建倫里,敦化分隊,103-081,827-BT,敦化-2,第3車,2112,2115,臺北市大安區安和路1段7號前,121.54974,25.03976
大安區,光武里,敦化分隊,103-081,827-BT,敦化-2,第3車,2125,2130,臺北市大安區復興南路1段133號,121.54409,25.04281
大安區,華聲里,敦化分隊,103-081,827-BT,敦化-2,第3車,2140,2145,臺北市大安區光復南路96巷2號前,121.55669,25.04399
大安區,華聲里,敦化分隊,103-081,827-BT,敦化-2,第3車,2148,2153,臺北市大安區市民大道4段200號前(第2次收集),121.55571,25.04448
松山區,吉祥里,松山分隊,104-082,AAB-272,松山-1,第1車,1700,1710,臺北市松山區光復北路11巷13號左側,121.55938,25.0497
松山區,吉祥里,松山分隊,104-082,AAB-272,松山-1,第1車,1720,1730,臺北市松山區南京東路5段42號,121.55929,25.05141
松山區,吉祥里,松山分隊,104-082,AAB-272,松山-1,第1車,1733,1741,臺北市松山區南京東路5段96號,121.56176,25.05135
松山區,吉祥里,松山分隊,104-082,AAB-272,松山-1,第1車,1745,1758,臺北市松山區吉祥路29號對面(中崙高中),121.56252,25.04982
松山區,復盛里,松山分隊,104-082,AAB-272,松山-1,第1車,1803,1812,臺北市松山區八德路4段196號,121.56393,25.04881
松山區,新聚里,松山分隊,104-082,AAB-272,松山-1,第1車,1820,1830,臺北市松山區南京東路5段252號,121.56623,25.05125
松山區,新聚里,松山分隊,104-082,AAB-272,松山-1,第2車,2000,2010,臺北市松山區寶清街8號,121.5689,25.04983
松山區,慈祐里,松山分隊,104-082,AAB-272,松山-1,第2車,2020,2025,臺北市松山區八德路4段500號,121.57053,25.04981
松山區,慈祐里,松山分隊,104-082,AAB-272,松山-1,第2車,2030,2035,臺北市松山區八德路4段622號,121.5736,25.04992
松山區,慈祐里,松山分隊,104-082,AAB-272,松山-1,第2車,2035,2040,臺北市松山區八德路4段676號前,121.57634,25.04998
松山區,慈祐里,松山分隊,104-082,AAB-272,松山-1,第2車,2045,2055,臺北市松山區八德路4段689號,121.57639,25.05009
松山區,慈祐里,松山分隊,104-082,AAB-272,松山-1,第2車,2058,2105,臺北市松山區八德路4段605號,121.57445,25.05005
松山區,慈祐里,松山分隊,104-082,AAB-272,松山-1,第2車,2108,2115,臺北市松山區八德路4段465號,121.57098,25.04987
松山區,慈祐里,松山分隊,104-082,AAB-272,松山-1,第2車,2125,2130,臺北市松山區塔悠路15號,121.57201,25.05031
松山區,慈祐里,松山分隊,104-082,AAB-272,松山-1,第2車,2135,2145,臺北市松山區松河街270號,121.57945,25.05201
松山區,慈祐里,松山分隊,104-082,AAB-272,松山-1,第2車,2150,2200,臺北市松山區八德路4段803號對面(松山國小前),121.57881,25.05126
萬華區,華江里,大理分隊,104-083,AAB-273,大理-2,第1車,1630,1635,臺北市萬華區環河南路2段278號前,121.49131,25.03208
萬華區,華江里,大理分隊,104-083,AAB-273,大理-2,第1車,1636,1641,臺北市萬華區長順街91號,121.49025,25.03174
萬華區,華江里,大理分隊,104-083,AAB-273,大理-2,第1車,1642,1647,臺北市萬華區長順街111號,121.4893,25.0322
萬華區,華江里,大理分隊,104-083,AAB-273,大理-2,第1車,1649,1654,臺北市萬華區和平西路3段380號前,121.49132,25.03538
萬華區,華江里,大理分隊,104-083,AAB-273,大理-2,第1車,1655,1659,臺北市萬華區環河南路2段162號前,121.4939,25.03533
萬華區,華江里,大理分隊,104-083,AAB-273,大理-2,第1車,1700,1704,臺北市萬華區環河南路2段218號前,121.49289,25.0338
萬華區,華江里,大理分隊,104-083,AAB-273,大理-2,第1車,1705,1707,臺北市萬華區長順街131號,121.4889,25.03236
萬華區,和平里,大理分隊,104-083,AAB-273,大理-2,第2車,1832,1834,臺北市萬華區艋舺大道338號,121.49599,25.03261
萬華區,雙園里,大理分隊,104-083,AAB-273,大理-2,第2車,1836,1839,臺北市萬華區西園路2段33號,121.49763,25.03191
萬華區,雙園里,大理分隊,104-083,AAB-273,大理-2,第2車,1840,1843,臺北市萬華區艋舺大道204號,121.4994,25.03264
萬華區,華江里,大理分隊,104-083,AAB-273,大理-2,第2車,1848,1851,臺北市萬華區環河南路2段250巷52號,121.49038,25.03401
萬華區,華江里,大理分隊,104-083,AAB-273,大理-2,第2車,1852,1855,臺北市萬華區和平西路3段382巷12弄54號,121.49017,25.03458
萬華區,華江里,大理分隊,104-083,AAB-273,大理-2,第2車,1856,1900,臺北市萬華區和平西路3段300-9號前,121.49328,25.03535
萬華區,和平里,大理分隊,104-083,AAB-273,大理-2,第2車,1904,1910,臺北市萬華區雙園街21號,121.49465,25.02943
萬華區,和平里,大理分隊,104-083,AAB-273,大理-2,第2車,1911,1916,臺北市萬華區雙園街69號,121.49378,25.03028
萬華區,綠堤里,大理分隊,104-083,AAB-273,大理-2,第2車,1917,1920,臺北市萬華區長順街35號,121.49308,25.03059
萬華區,綠堤里,大理分隊,104-083,AAB-273,大理-2,第2車,1921,1923,臺北市萬華區長順街65號,121.49122,25.03114
萬華區,綠堤里,大理分隊,104-083,AAB-273,大理-2,第2車,1925,1930,臺北市萬華區大理街170巷66號,121.49269,25.0325
萬華區,綠堤里,大理分隊,104-083,AAB-273,大理-2,第2車,1931,1936,臺北市萬華區大理街170巷12號,121.49352,25.03347
萬華區,華江里,大理分隊,104-083,AAB-273,大理-2,第2車,1937,1942,臺北市萬華區環河南路2段250巷1號,121.4915,25.03337
萬華區,華江里,大理分隊,104-083,AAB-273,大理-2,第2車,1943,1946,臺北市萬華區環河南路2段250巷33弄3號,121.4897,25.03374
萬華區,糖部里,大理分隊,104-083,AAB-273,大理-2,第3車,1950,1953,臺北市萬華區和平西路3段200號,121.49709,25.03526
萬華區,綠堤里,大理分隊,104-083,AAB-273,大理-2,第3車,2111,2114,臺北市萬華區雙園街116號,121.49218,25.03156
萬華區,綠堤里,大理分隊,104-083,AAB-273,大理-2,第3車,2115,2119,臺北市萬華區環河南路2段161號,121.49268,25.03339
萬華區,糖部里,大理分隊,104-083,AAB-273,大理-2,第3車,2120,2123,臺北市萬華區環河南路2段125巷1號,121.49358,25.03435
萬華區,糖部里,大理分隊,104-083,AAB-273,大理-2,第3車,2124,2127,臺北市萬華區和平西路3段292號前,121.49463,25.03522
萬華區,糖部里,大理分隊,104-083,AAB-273,大理-2,第3車,2128,2132,臺北市萬華區和平西路3段258號前,121.49581,25.03527
萬華區,糖部里,大理分隊,104-083,AAB-273,大理-2,第3車,2133,2137,臺北市萬華區和平西路3段194號前,121.49723,25.03526
萬華區,糖部里,大理分隊,104-083,AAB-273,大理-2,第3車,2138,2141,臺北市萬華區大理街89號,121.49849,25.03443
萬華區,糖部里,大理分隊,104-083,AAB-273,大理-2,第3車,2142,2145,臺北市萬華區大理街131號,121.49741,25.0343
萬華區,糖部里,大理分隊,104-083,AAB-273,大理-2,第3車,2146,2149,臺北市萬華區大理街132號,121.49646,25.03411
萬華區,糖部里,大理分隊,104-083,AAB-273,大理-2,第3車,2150,2153,臺北市萬華區大理街173號,121.49465,25.03384
萬華區,綠堤里,大理分隊,104-083,AAB-273,大理-2,第3車,2154,2157,臺北市萬華區大理街160巷22弄2號,121.49391,25.03278
萬華區,綠堤里,大理分隊,104-083,AAB-273,大理-2,第3車,2158,2201,臺北市萬華區大理街160巷26弄2號,121.49389,25.03195
萬華區,和平里,大理分隊,104-083,AAB-273,大理-2,第3車,2202,2205,臺北市萬華區西園路2段140巷52號,121.49491,25.03154
萬華區,和平里,大理分隊,104-083,AAB-273,大理-2,第3車,2206,2210,臺北市萬華區西園路2段96巷24號,121.49581,25.0311
松山區,新東里,上塔悠分隊,104-084,AAB-275,上塔悠-1,第1車,1625,1645,臺北市松山區塔悠路351號(撫遠抽水站),121.56861,25.06234
松山區,介壽里,上塔悠分隊,104-084,AAB-275,上塔悠-1,第1車,1830,1910,臺北市松山區延壽街319號前,121.56094,25.05672
松山區,三民里,上塔悠分隊,104-084,AAB-275,上塔悠-1,第1車,1920,1950,臺北市松山區民生東路5段163號(圓環),121.56305,25.05917
松山區,富錦里,上塔悠分隊,104-084,AAB-275,上塔悠-1,第1車,1955,2015,臺北市松山區民生東路5段169號(郵局邊),121.56491,25.05912
松山區,東榮里,上塔悠分隊,104-084,AAB-275,上塔悠-1,第1車,2040,2105,臺北市松山區新中街52號(民權公園邊),121.5603,25.0615
松山區,莊敬里,上塔悠分隊,104-084,AAB-275,上塔悠-1,第1車,2115,2140,臺北市松山區撫遠街403巷8號(距離垃圾收集點15公尺),121.5656,25.06602
士林區,天福里,天母分隊,104-085,AAB-277,天母-2,第1車,1615,1625,臺北市士林區忠誠路2段178號前,121.53359,25.11595
士林區,天福里,天母分隊,104-085,AAB-277,天母-2,第1車,1630,1645,臺北市士林區忠誠路2段207巷與東山路交叉口,121.53897,25.11636
士林區,東山里,天母分隊,104-085,AAB-277,天母-2,第1車,1630,1645,臺北市士林區忠誠路2段207巷與東山路交叉口,121.53854,25.11643
士林區,天祿里,天母分隊,104-085,AAB-277,天母-2,第2車,1810,1840,臺北市士林區士東路100號前(士東市場),121.52914,25.11212
士林區,東山里,天母分隊,104-085,AAB-277,天母-2,第2車,1950,2000,臺北市士林區天母轉運站天母國中後門,121.53844,25.11644
士林區,天母里,天母分隊,104-085,AAB-277,天母-2,第3車,2038,2048,臺北市士林區中山北路7段141巷5號對面,121.55311,25.12309
士林區,天母里,天母分隊,104-085,AAB-277,天母-2,第3車,2050,2105,臺北市士林區中山北路7段81巷28弄12號對面,121.52941,25.12281
士林區,天福里,天母分隊,104-085,AAB-277,天母-2,第3車,2120,2135,臺北市士林區天母東路10號,121.53182,25.118
士林區,天福里,天母分隊,104-085,AAB-277,天母-2,第3車,2138,2143,臺北市士林區忠誠路2段188號前〈誠品大樓〉,121.5338,25.1163
士林區,三玉里,天母分隊,104-085,AAB-277,天母-2,第3車,2150,2153,臺北市士林區忠誠路2段46-1號前,121.53049,25.11028
士林區,三玉里,天母分隊,104-085,AAB-277,天母-2,第3車,2154,2200,臺北市士林區忠誠路2段6-1號前,121.53023,25.10857
內湖區,港墘里,內湖分隊,104-086,AAB-278,內湖-1,第1車,1700,1720,臺北市內湖區港墘路221巷2號,121.57352,25.07397
內湖區,秀湖里,內湖分隊,104-086,AAB-278,內湖-1,第1車,1745,1750,臺北市內湖區大湖街166巷與168巷交會處,121.60229,25.0814
內湖區,大湖里,內湖分隊,104-086,AAB-278,內湖-1,第2車,1920,1930,臺北市內湖區大湖山莊街219巷1號旁,121.59944,25.08814
內湖區,大湖里,內湖分隊,104-086,AAB-278,內湖-1,第2車,1935,1940,臺北市內湖區大湖山莊街171號對面,121.60149,25.08769
內湖區,大湖里,內湖分隊,104-086,AAB-278,內湖-1,第2車,1945,1950,臺北市內湖區大湖山莊街117號對面,121.60167,25.0859
內湖區,紫雲里,內湖分隊,104-086,AAB-278,內湖-1,第2車,2000,2020,臺北市內湖區康寧路1段116號旁,121.59347,25.07949
內湖區,紫星里,內湖分隊,104-086,AAB-278,內湖-1,第2車,2022,2025,臺北市內湖區星雲街35號前,121.59157,25.07863
內湖區,紫星里,內湖分隊,104-086,AAB-278,內湖-1,第3車,2140,2200,臺北市內湖區成功路3段133號前,121.58982,25.07931
內湖區,秀湖里,內湖分隊,104-086,AAB-278,內湖-1,第3車,2205,2215,臺北市內湖區成功路4段317號前10公尺處,121.59861,25.08451
內湖區,湖濱里,內湖分隊,104-086,AAB-278,內湖-1,第3車,2220,2225,臺北市內湖區成功路3段146號前,121.5898,25.07983
內湖區,紫星里,內湖分隊,104-086,AAB-278,內湖-1,第3車,2230,2235,臺北市內湖區康寧路1段66號旁,121.5922,25.08011
內湖區,週美里,文德分隊,104-087,AAB-279,文德-2,第1車,1715,1728,臺北市內湖區民權東路6段46巷與行忠路交叉路口,121.58301,25.06725
內湖區,瑞陽里,文德分隊,104-087,AAB-279,文德-2,第1車,1740,1750,臺北市內湖區文德路208巷68號,121.58356,25.07587
內湖區,瑞陽里,文德分隊,104-087,AAB-279,文德-2,第1車,1752,1800,臺北市內湖區文德路66巷38弄6號,121.58189,25.0758
內湖區,瑞光里,文德分隊,104-087,AAB-279,文德-2,第1車,1802,1810,臺北市內湖區陽光街186號,121.58085,25.07452
內湖區,瑞光里,文德分隊,104-087,AAB-279,文德-2,第1車,1811,1816,臺北市內湖區江南街71巷66號,121.57926,25.07409
內湖區,瑞光里,文德分隊,104-087,AAB-279,文德-2,第1車,1822,1827,臺北市內湖區民權東路6段74號,121.58532,25.06872
內湖區,瑞陽里,文德分隊,104-087,AAB-279,文德-2,第2車,1950,2000,臺北市內湖區文德路208巷40號,121.58336,25.07698
內湖區,瑞陽里,文德分隊,104-087,AAB-279,文德-2,第2車,2003,2010,臺北市內湖區文德路66巷10弄1號,121.58131,25.07783
內湖區,瑞陽里,文德分隊,104-087,AAB-279,文德-2,第2車,2014,2024,臺北市內湖區瑞光路253巷30號,121.57871,25.07532
內湖區,湖元里,文德分隊,104-087,AAB-279,文德-2,第2車,2027,2035,臺北市內湖區民權東路6段122號,121.5873,25.06888
內湖區,寶湖里,文德分隊,104-087,AAB-279,文德-2,第2車,2040,2045,臺北市內湖區民權東路6段191巷38弄27號,121.59709,25.06906
內湖區,寶湖里,文德分隊,104-087,AAB-279,文德-2,第3車,2130,2132,臺北市內湖區民權東路6段180巷41弄38號,121.59354,25.06704
內湖區,寶湖里,文德分隊,104-087,AAB-279,文德-2,第3車,2133,2135,臺北市內湖區民權東路6段190巷35弄16號,121.59468,25.06682
內湖區,湖興里,文德分隊,104-087,AAB-279,文德-2,第3車,2143,2150,臺北市內湖區民權東路6段83號,121.58844,25.06929
內湖區,瑞元里,文德分隊,104-087,AAB-279,文德-2,第3車,2152,2157,臺北市內湖區瑞光路112巷50號對面,121.58006,25.07126
內湖區,瑞光里,文德分隊,104-087,AAB-279,文德-2,第3車,2200,2210,臺北市內湖區瑞光路235巷30號,121.57913,25.07454
內湖區,紫陽里,文德分隊,104-087,AAB-279,文德-2,第3車,2214,2216,臺北市內湖區文德路230號,121.58819,25.07876
內湖區,紫陽里,文德分隊,104-087,AAB-279,文德-2,第3車,2219,2225,臺北市內湖區陽光街55號,121.58681,25.07643
北投區,吉利里,石牌分隊,104-088,AAB-280,石牌-4,第1車,1700,1720,臺北市北投區石牌公園,121.50953,25.11723
北投區,建民里,石牌分隊,104-088,AAB-280,石牌-4,第2車,1820,1824,臺北市北投區文林北路16巷口,121.51908,25.10446
北投區,建民里,石牌分隊,104-088,AAB-280,石牌-4,第2車,1825,1834,臺北市北投區文林北路60巷口,121.51842,25.10497
北投區,建民里,石牌分隊,104-088,AAB-280,石牌-4,第2車,1835,1840,臺北市北投區文林北路94巷口,121.51768,25.1055
北投區,文林里,石牌分隊,104-088,AAB-280,石牌-4,第2車,1841,1849,臺北市北投區文林北路166巷口,121.51613,25.10695
北投區,文林里,石牌分隊,104-088,AAB-280,石牌-4,第2車,1850,1854,臺北市北投區文林北路220號,121.51436,25.10821
北投區,文林里,石牌分隊,104-088,AAB-280,石牌-4,第2車,1855,1904,臺北市北投區文林北路260巷口,121.51343,25.10894
北投區,福興里,石牌分隊,104-088,AAB-280,石牌-4,第2車,1905,1909,臺北市北投區自強街5巷口,121.51201,25.11022
北投區,福興里,石牌分隊,104-088,AAB-280,石牌-4,第2車,1910,1914,臺北市北投區承德路7段32巷口,121.51111,25.11103
北投區,福興里,石牌分隊,104-088,AAB-280,石牌-4,第2車,1915,1920,臺北市北投區承德路7段80號,121.5107,25.11155
北投區,福興里,石牌分隊,104-088,AAB-280,石牌-4,第2車,1923,1930,臺北市北投區承德路7段286號,121.50531,25.11623
北投區,榮光里,石牌分隊,104-088,AAB-280,石牌-4,第3車,2050,2057,臺北市北投區石牌路1段166巷口,121.51351,25.11456
北投區,石牌里,石牌分隊,104-088,AAB-280,石牌-4,第3車,2105,2110,臺北市北投區明德路65號,121.51844,25.10829
北投區,石牌里,石牌分隊,104-088,AAB-280,石牌-4,第3車,2111,2116,臺北市北投區致遠一路1段建民路口旁,121.51717,25.10794
北投區,石牌里,石牌分隊,104-088,AAB-280,石牌-4,第3車,2117,2122,臺北市北投區致遠一路1段46巷口,121.51638,25.10857
北投區,石牌里,石牌分隊,104-088,AAB-280,石牌-4,第3車,2123,2128,臺北市北投區致遠一路1段84巷口,121.51543,25.10926
北投區,石牌里,石牌分隊,104-088,AAB-280,石牌-4,第3車,2129,2135,臺北市北投區致遠一路1段104巷口,121.51519,25.10972
北投區,石牌里,石牌分隊,104-088,AAB-280,石牌-4,第3車,2136,2141,臺北市北投區致遠一路1段124巷口,121.51503,25.11021
北投區,福興里,石牌分隊,104-088,AAB-280,石牌-4,第3車,2142,2147,臺北市北投區自強街61巷口,121.51395,25.11052
北投區,福興里,石牌分隊,104-088,AAB-280,石牌-4,第3車,2148,2155,臺北市北投區自強街31巷口,121.51293,25.11029
中正區,幸褔里,仁愛分隊,104-089,AAB-281,仁愛-1,第1車,1718,1720,臺北市中正區濟南路1段7號前,121.52193,25.04272
中正區,幸褔里,仁愛分隊,104-089,AAB-281,仁愛-1,第1車,1723,1730,臺北市中正區青島東路8號前,121.52213,25.0439
中正區,幸褔里,仁愛分隊,104-089,AAB-281,仁愛-1,第1車,1735,1740,臺北市中正區青島東路21-1號前,121.52396,25.04353
中正區,文祥里,仁愛分隊,104-089,AAB-281,仁愛-1,第1車,1800,1806,臺北市中正區信義路2段15號前,121.52538,25.03517
中正區,文祥里,仁愛分隊,104-089,AAB-281,仁愛-1,第1車,1807,1814,臺北市中正區信義路2段89號前,121.52688,25.03444
中正區,三愛里,仁愛分隊,104-089,AAB-281,仁愛-1,第1車,1815,1822,臺北市中正區信義路2段123號前,121.52784,25.03422
中正區,三愛里,仁愛分隊,104-089,AAB-281,仁愛-1,第1車,1823,1828,臺北市中正區信義路2段161號前,121.52883,25.03393
中正區,三愛里,仁愛分隊,104-089,AAB-281,仁愛-1,第1車,1837,1845,臺北市中正區信義路2段239號前,121.53105,25.03385
中正區,文祥里,仁愛分隊,104-089,AAB-281,仁愛-1,第2車,2000,2011,臺北市中正區金山南路1段127號前,121.52776,25.03561
中正區,文祥里,仁愛分隊,104-089,AAB-281,仁愛-1,第2車,2012,2020,臺北市中正區金山南路1段71號前,121.52819,25.03725
中正區,文祥里,仁愛分隊,104-089,AAB-281,仁愛-1,第2車,2022,2027,臺北市中正區金山南路1段76號前,121.52782,25.03656
中正區,文祥里,仁愛分隊,104-089,AAB-281,仁愛-1,第2車,2028,2035,臺北市中正區金山南路1段108號前,121.52734,25.03549
中正區,文祥里,仁愛分隊,104-089,AAB-281,仁愛-1,第3車,2045,2050,臺北市中正區杭州南路1段141號前,121.52473,25.03626
中正區,文祥里,仁愛分隊,104-089,AAB-281,仁愛-1,第3車,2051,2055,臺北市中正區杭州南路1段109號前,121.52503,25.03731
